title,artist,highest_peak,total_weeks_on_chart,first_appearance,hit_score,is_hit,join_key,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Hide Away,Daya,23,378,2015-10-02,833,1,hide away_daya,2hsza71y54ABzmabyNDtM4,Hide Away,Daya,5.0,5qklOJdg6WTDIZc6W1YjDQ,Daya,2015-09-04,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,pop,indie poptimism,0.884,0.826,11.0,-3.672,0.0,0.0854,0.222,2.29e-06,0.0719,0.466,94.997,192381.0
Hideaway,Kiesza,51,105,2014-08-01,259,1,hideaway_kiesza,0c6xIDDpzE81m2q797ordA,Hideaway,Kiesza,57.0,44Wg9gZPHK8MebSuBpq63k,Sound Of A Woman,2014-10-21,EDM TROPICAL,3pS63EDS40FVGYL41zAcU4,latin,tropical,0.838,0.72,7.0,-4.135,0.0,0.0483,0.0862,0.00697,0.0772,0.204,122.99,251987.0
High Hopes,Panic! At The Disco,4,1378,2018-06-08,2852,1,high hopes_panic at the disco,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Panic! At The Disco,86.0,6ApYSpXF8GxZAgBTHDzYge,Pray for the Wicked,2018-06-22,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,190947.0
Ho Hey,The Lumineers,3,1953,2012-06-22,4003,1,ho hey_the lumineers,0W4Kpfp1w2xkY3PrV714B7,Ho Hey,The Lumineers,70.0,6NWYmlHxAME5KXtxrTlUxW,The Lumineers,2012-04-03,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.685,0.466,0.0,-9.074,1.0,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,163133.0
"Honey, I'm Good.",Andy Grammer,9,496,2015-02-27,1083,1,honey im good_andy grammer,6zoG4qagYh0UGIYwWOpE1z,"Honey, I'm Good",Andy Grammer,54.0,1LjeteshjmaPrwGAN2Mg3S,Magazines or Novels,2015-10-09,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.755,0.802,9.0,-6.418,1.0,0.0551,0.036,0.0,0.336,0.588,122.026,199253.0
Hot Girl Bummer,blackbear,11,903,2019-09-27,1895,1,hot girl bummer_blackbear,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,blackbear,94.0,37CqAwxTungNxKpIK5vSgE,hot girl bummer,2019-08-23,Electropop,2Z5cPJ6Z4EVZAfF08amjvL,pop,electropop,0.778,0.559,6.0,-7.109,0.0,0.0776,0.128,0.0,0.399,0.678,129.989,185093.0
Hotline Bling,Drake,2,666,2015-08-21,1430,1,hotline bling_drake,0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,77.0,40GMAhriYJRO1rsY4YdrZb,Views,2016-05-06,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.891,0.625,2.0,-7.861,1.0,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267067.0
House Party,Sam Hunt,26,210,2015-06-19,494,1,house party_sam hunt,1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,71.0,0V7c0hnrLUFJyHNtjiAT2E,Montevallo,2014-10-27,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.747,0.861,8.0,-5.251,1.0,0.0514,0.113,0.0,0.026,0.859,103.966,190240.0
How Do You Sleep?,Sam Smith,24,210,2019-08-02,496,1,how do you sleep_sam smith,6b2RcmUt1g9N9mQ3CbjX2Y,How Do You Sleep?,Sam Smith,91.0,7baaCf70tVcUBL2bbkuXjo,How Do You Sleep?,2019-07-19,Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop,46Cl6dmeiylK6TRGXr7hHe,pop,post-teen pop,0.477,0.682,1.0,-4.931,0.0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205.0
How Long,Charlie Puth,21,289,2017-10-27,657,1,how long_charlie puth,6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,74.0,0mZIUXje90JtHxPNzWsJNR,Voicenotes,2018-05-11,indie poptimism🕺🏻,6MQeEHHDs6HQkN5Dlj3oKo,pop,indie poptimism,0.845,0.561,1.0,-5.253,0.0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853.0
How Low,Ludacris,6,230,2010-01-01,554,1,how low_ludacris,1WtTLtofvcjQM3sXSMkDdX,How Low,Ludacris,61.0,00kSgH9g6nYBQhjnRQFBew,Battle Of The Sexes (Deluxe),2010-01-01,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.784,0.498,1.0,-6.977,1.0,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,201587.0
Humble And Kind,Tim McGraw,30,210,2016-02-12,490,1,humble and kind_tim mcgraw,4Pn0JlCUusD2QHjADuOzuV,Humble And Kind,Tim McGraw,70.0,4js8lX2b3DBIfixMCPABC4,Damn Country Music,2015-01-01,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.355,0.48,11.0,-7.31,1.0,0.0282,0.679,2.28e-06,0.12,0.137,100.956,259267.0
Humble.,Kendrick Lamar,1,703,2017-04-21,1505,1,humble_kendrick lamar,7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Kendrick Lamar,84.0,4eLPsYPBmXABThSJ821sqY,DAMN.,2017-04-14,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.908,0.621,1.0,-6.638,0.0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,177000.0
Hymn For The Weekend,Coldplay,25,276,2016-02-19,627,1,hymn for the weekend_coldplay,3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,Coldplay,77.0,3cfAM8b8KqJRoIzt3zLKqw,A Head Full of Dreams,2015-12-04,ElectroPop 2020,4frhr6RQM2fMOm2mpvOVo6,pop,electropop,0.49,0.743,0.0,-5.155,0.0,0.0409,0.255,7.21e-06,0.3,0.363,89.974,258827.0
I,Lil Skies,39,10,2019-03-15,81,0,i_lil skies,4ZT9FnbFu1PaBfV3itxiqT,I,Lil Skies,81.0,47FalEKu0of8GExDtZBkxT,Shelby,2019-03-01,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.649,0.453,6.0,-7.28,1.0,0.085,0.627,0.0,0.116,0.431,99.183,181891.0
I Can See,Mac Miller,68,1,2020-01-31,34,0,i can see_mac miller,3R8CyhJfVjvgIROd5RSGhQ,I Can See,Mac Miller,73.0,5sY6UIQ32GqwMLAfSNEaXb,Circles,2020-01-17,RapCaviar,37i9dQZF1DX0XUsuxWHRQd,rap,hip hop,0.699,0.503,5.0,-9.922,0.0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853.0
I Cry,Flo Rida,6,231,2012-10-12,556,1,i cry_flo rida,3zrYNl1aMdFrQkcOjKVr5u,I Cry,Flo Rida,57.0,0wmVf2KCcKnQbAYclahHYb,Wild Ones,2012-06-22,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.693,0.822,4.0,-5.441,0.0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,223800.0
I Don't Dance,Lee Brice,33,210,2014-05-02,487,1,i dont dance_lee brice,5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,Lee Brice,69.0,2XIhZ9IjqoIN5V6dfKHzCn,I Don't Dance (Deluxe Edition),2014-09-09,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.587,0.559,1.0,-7.742,1.0,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173.0
I Forgot That You Existed,Taylor Swift,28,3,2019-09-06,78,0,i forgot that you existed_taylor swift,43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Taylor Swift,79.0,1NAmidJlEaVgA3MpcPFYGq,Lover,2019-08-23,"Latest Hits 2020 - Pop, Hip Hop & RnB",7FqZlaYKkQmVnguJbHuj2a,r&b,hip pop,0.664,0.316,5.0,-10.345,1.0,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640.0
I Got You,Bebe Rexha,43,66,2017-01-20,189,1,i got you_bebe rexha,1FUViuNSldssMIawrOXF2i,I Got You,Bebe Rexha,62.0,6IZNCnM8eo8T67i65FrbGA,I Got You,2016-10-28,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,pop,electropop,0.609,0.887,9.0,-4.749,0.0,0.0507,0.0504,4.76e-06,0.09,0.316,97.99,191812.0
I Knew You Were Trouble.,Taylor Swift,2,666,2012-10-26,1430,1,i knew you were trouble_taylor swift,6FB3v4YcR57y4tXFcdxI1E,I Knew You Were Trouble.,Taylor Swift,76.0,4jTYApZPMapg56gRycOn0D,Red (Big Machine Radio Release Special),2012-10-21,post teen pop,2ltt5ouiEO301o2jbxn30d,pop,post-teen pop,0.622,0.469,3.0,-6.798,0.0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,219720.0
I Like Me Better,Lauv,27,861,2018-02-23,1795,1,i like me better_lauv,1wjzFQodRWrPcQ0AnYnvQ9,I Like Me Better,Lauv,83.0,7l6fTSFvlumnPFpOSrbnDV,I Like Me Better,2017-05-19,EDM Pop,2d3oOPO0csDU40JyiGwFaF,edm,pop edm,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437.0
I Love You,Billie Eilish,53,1,2019-04-12,49,0,i love you_billie eilish,6CcJMwBtXByIz4zQLzFkKc,i love you,Billie Eilish,85.0,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.421,0.131,0.0,-18.435,1.0,0.0382,0.952,0.00453,0.109,0.12,137.446,291796.0
I Love You So,The Walters,71,136,2022-01-14,301,1,i love you so_the walters,1175r6ZmkUjX8dRJLz9Ohk,I Love You So,The Walters,70.0,3MFTbUnA8C9T6KCBb0gpH5,Songs for Dads,2014-11-28,②⓪①⑨ mixed,2bOjjgN1S3Gqd8vSMyafvJ,rock,permanent wave,0.578,0.669,10.0,-4.898,1.0,0.0377,0.65,0.0,0.13,0.503,75.995,160254.0
I Smile,Kirk Franklin,85,171,2011-03-11,357,1,i smile_kirk franklin,0UQDSP8cz6WmLJckO5jqUQ,I Smile,Kirk Franklin,57.0,6CkiHbEFRtD75ghxLBOn3N,Hello Fear,2011-03-18,Gospel,0pItJZBDZFvgAOdFnSITnJ,r&b,urban contemporary,0.745,0.753,1.0,-2.408,1.0,0.164,0.223,0.0,0.705,0.589,144.057,307973.0
I'm A Mess,Bebe Rexha,35,210,2018-07-27,485,1,im a mess_bebe rexha,04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,80.0,4TOkZvtqNpg5UHyGxCn0mS,Expectations,2018-06-22,The Sound of Post-Teen Pop,10FCW9lj0NdeoYI5VVvVtY,pop,post-teen pop,0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,195519.0
I'm Back,T.I.,44,120,2010-04-02,296,1,im back_ti,00YAhmYqomnoWd7ogDUtXU,I'm Back,T.I.,0.0,0uqY5ZJ9YBLYr5qICget2K,I'm Back,2010-03-09,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.581,0.819,4.0,-3.834,0.0,0.317,0.141,0.0,0.325,0.561,154.287,219888.0
I'm Different,2 Chainz,27,210,2012-11-30,493,1,im different_2 chainz,6J5sxraPPZ4b0CVOGAgpXj,I'm Different,2 Chainz,59.0,1wBFRaacNYmqfkidUZ0NtM,Based On A T.R.U. Story (Deluxe),2012-01-01,HIP&HOP,5DyJsJZOpMJh34WvUrQzMV,rap,southern hip hop,0.936,0.702,10.0,-5.305,1.0,0.0615,0.0473,0.0,0.0838,0.704,97.524,207040.0
I'm Not The Only One,Sam Smith,5,703,2014-06-20,1501,1,im not the only one_sam smith,1VbhR6D6zUoSTBzvnRonXO,I'm Not The Only One,Sam Smith,15.0,7p7RFI5jtwYDknwhnQgmlp,In The Lonely Hour (Deluxe Edition),2014-01-01,Urban contemporary,1ZlL3IQS8eB0s0RMxz02yD,r&b,urban contemporary,0.678,0.491,5.0,-5.815,1.0,0.0358,0.565,2.78e-05,0.0772,0.519,81.997,239317.0
IDGAF,Dua Lipa,49,276,2018-01-26,603,1,idgaf_dua lipa,76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,82.0,01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),2017-06-02,Feeling Accomplished,37i9dQZF1DWTDafB3skWPN,r&b,hip pop,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947.0
If I Can't Have You,Shawn Mendes,2,276,2019-05-17,650,1,if i cant have you_shawn mendes,6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,Shawn Mendes,84.0,1J2BrRxtQjVUa7X9Ne99xD,If I Can't Have You,2019-05-03,Hip Pop 2019,3tmx4p5RGlOV1AapXOt1Ze,r&b,hip pop,0.692,0.809,2.0,-4.198,1.0,0.0602,0.524,0.0,0.147,0.864,123.911,190800.0
If I Could Fly,One Direction,83,1,2015-12-04,19,0,if i could fly_one direction,5CRVwXGikmqzoRO6q7FeAg,If I Could Fly,One Direction,69.0,1gMxiQQSg5zeu4htBosASY,Made In The A.M. (Deluxe Edition),2015-11-13,urban contemporary,4WiB26kw0INKwbzfb5M6Tv,r&b,urban contemporary,0.565,0.245,5.0,-9.132,1.0,0.0262,0.781,0.0,0.0998,0.307,75.055,230320.0
If It Ain't Love,Jason Derulo,67,36,2016-04-29,105,0,if it aint love_jason derulo,5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,Jason Derulo,60.0,7HoaC5xw6TEBJqZCcBW3Cl,If It Ain't Love,2016-04-01,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.503,0.843,10.0,-4.991,0.0,0.316,0.0487,0.0,0.344,0.778,128.63,203105.0
If Only,Dove Cameron,94,3,2015-08-21,12,0,if only_dove cameron,1mRBJdpIgc3jZH8C3cN2WV,If Only,Dove Cameron,64.0,6notdj85QIGeqR1zKqT3Oh,Descendants (Original TV Movie Soundtrack),2015-01-01,post teen pop,45AKTTGQEfYgAyidW5hucn,pop,post-teen pop,0.477,0.6,7.0,-5.652,1.0,0.0324,0.271,0.0,0.112,0.29,152.062,229813.0
Ilomilo,Billie Eilish,62,1,2019-04-12,40,0,ilomilo_billie eilish,7qEKqBCD2vE5vIBsrUitpD,ilomilo,Billie Eilish,81.0,0S0KGZnfBGSIssfF54WSJh,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,urban CONTEMPORARY,1nFfDHtp8RY3obgen8KODl,r&b,urban contemporary,0.855,0.423,5.0,-15.044,0.0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371.0
Imagine,Ariana Grande,21,36,2018-12-28,151,1,imagine_ariana grande,39LmTF9RgyakzSYX8txrow,imagine,Ariana Grande,76.0,2fYhqwDWXjbpjaIJPEfKFw,"thank u, next",2019-02-08,Post Teen Pop,2Aud8PXoTGcyY5esHu4Aaz,pop,post-teen pop,0.729,0.475,8.0,-4.985,1.0,0.0364,0.378,0.0,0.12,0.371,62.52,212267.0
Immortal,21 Savage,55,3,2019-11-15,51,0,immortal_21 savage,4IO8X9W69dIQe0EC5ALXhq,Immortal,21 Savage,83.0,7xgzD7onYd1Pms93ZOtxxX,Immortal,2019-10-31,New Hip Hop‏‏​​   ‍,5WNUX6jisX0NRlVDTm6RDd,r&b,urban contemporary,0.741,0.87,6.0,-3.494,0.0,0.503,0.00813,0.0,0.114,0.663,184.194,254723.0
Immortals,Fall Out Boy,72,36,2015-02-06,100,0,immortals_fall out boy,3Te8uLyit6X3ncNW8Fp3K2,Immortals,Fall Out Boy,73.0,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Today's Hits 2000-Present,6a66cg3HcsjYkisYyQcov6,latin,latin hip hop,0.615,0.868,2.0,-3.606,1.0,0.07,0.00131,1.54e-06,0.671,0.475,108.017,189387.0
In Case You Didn't Know,Brett Young,19,406,2017-02-24,893,1,in case you didnt know_brett young,10M2Ex445zw585Ducldzkw,In Case You Didn't Know,Brett Young,73.0,6MTPPsqX8KnmDWmnQmbxJ5,Brett Young,2017-02-10,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.607,0.536,10.0,-7.306,1.0,0.0305,0.386,0.0,0.102,0.434,147.986,224853.0
In My Feelings,Drake,1,253,2018-07-13,605,1,in my feelings_drake,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,Drake,83.0,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,pop,electropop,0.835,0.626,1.0,-5.833,1.0,0.125,0.0589,6e-05,0.396,0.35,91.03,217925.0
In My Head,Jason Derulo,5,594,2010-01-01,1283,1,in my head_jason derulo,6St9lR6dhV2tpCNVz7qfrS,In My Head,Jason Derulo,69.0,0DEsmIQ5ir7tz52Nkf4i1K,Jason Derulo (International),2010-02-26,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.762,0.748,0.0,-4.15,0.0,0.033,0.0266,0.0,0.348,0.851,110.009,199027.0
In My Room,Frank Ocean,85,1,2019-11-15,17,0,in my room_frank ocean,4S4Mfvv03M1cHgIOJcbUCL,In My Room,Frank Ocean,79.0,71VX8yv9T2hNIYVZJVUWVp,In My Room,2019-11-02,Ultimate Indie Presents... Best Tracks of 2019,37i9dQZF1DWTc5QDlvD7t0,r&b,hip pop,0.861,0.647,7.0,-7.425,1.0,0.0675,0.594,0.661,0.114,0.67,158.037,133680.0
Infinity,Jaymes Young,94,1,2022-02-11,8,0,infinity_jaymes young,1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,69.0,6MuWCR3WPjwyKhqsTKLZ3z,Feel Something,2017-06-23,Indie Poptimism,1pZWCY50kMUhshcESknir8,pop,indie poptimism,0.671,0.673,11.0,-6.941,0.0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,237720.0
Inmortal,Aventura,95,1,2019-04-19,7,0,inmortal_aventura,2swZ0X1njeU32SNJeBKIfW,Inmortal,Aventura,73.0,1yM8iaMk4Slsqr94LabgN1,Utopia,2019-04-05,Paraiso Tropical,37i9dQZF1DWYey22ryYM8U,latin,tropical,0.77,0.775,8.0,-4.65,0.0,0.0349,0.178,0.0,0.0651,0.848,124.015,256440.0
Into You,Ariana Grande,13,300,2016-05-27,687,1,into you_ariana grande,2meEiZKWkiN28gITzFwQo5,Into You,Ariana Grande,79.0,3OZgEywV4krCZ814pTJWr7,Dangerous Woman,2016-05-20,EDM/POP,6gHk5RFrnALbDNJdaXKivi,edm,pop edm,0.623,0.734,9.0,-5.95,1.0,0.107,0.0162,1.9e-06,0.145,0.372,107.853,244453.0
Introducing Me,Nick Jonas,92,1,2010-09-24,10,0,introducing me_nick jonas,5mGVGSGpyrR3FsFnYQTWyh,Introducing Me,Nick Jonas,49.0,6KfTFTEXHhUvMqYoosDMR4,Camp Rock 2: The Final Jam,2010-01-01,🤩🤪Post Teen Pop🤪🤩,6IT8LGpwLw3Pt2XnVUBN7j,pop,post-teen pop,0.509,0.495,11.0,-6.073,1.0,0.0515,0.491,0.0,0.0773,0.684,112.893,187627.0
Irresistible,Fall Out Boy,48,105,2015-01-23,262,1,irresistible_fall out boy,3znPiywA0q1VK2jgAZFDoI,Irresistible,Fall Out Boy,64.0,022DrG7Wp2PSCwzuD0bSzT,American Beauty/American Psycho,2015-01-20,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,pop,post-teen pop,0.487,0.937,2.0,-3.123,1.0,0.11,0.071,0.0,0.236,0.445,164.996,206507.0
It Girl,Jason Derulo,17,253,2011-08-26,589,1,it girl_jason derulo,4fINc8dnfcz7AdhFYVA4i7,It Girl,Jason Derulo,71.0,31tCg5RXhY5jpagfCPcQa2,Future History (Deluxe Edition),2011-09-16,10er Playlist,1kEczIkZH8IgaWT2BiApxZ,pop,electropop,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200.0
It's Time,Imagine Dragons,15,1128,2012-06-22,2341,1,its time_imagine dragons,6BtmXhTJMM9sBTHeYYASGz,It's Time,Imagine Dragons,66.0,6htgf3qv7vGcsdxLCDxKp8,Night Visions,2012-09-04,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,237987.0
It's You,Ali Gatie,70,120,2019-06-28,270,1,its you_ali gatie,5DqdesEfbRyOlSS3Tf6c29,It's You,Ali Gatie,89.0,63Kr9mdWxT7mB2AKgf4rCa,YOU,2019-11-08,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.732,0.463,11.0,-6.972,0.0,0.0287,0.374,0.0,0.194,0.397,95.971,212607.0
Ivy,Frank Ocean,80,1,2016-09-09,22,0,ivy_frank ocean,2ZWlPOoWh0626oTaHrnl2a,Ivy,Frank Ocean,77.0,3mH6qwIy9crq0I9YQbOuDf,Blonde,2016-08-20,Urban Contemporary,4425cRh83Uzor4qCRfM9lb,r&b,urban contemporary,0.567,0.388,9.0,-9.579,0.0,0.0384,0.782,0.000309,0.248,0.452,116.362,249191.0
Jaded,Drake,32,3,2018-07-13,74,0,jaded_drake,4c2xt1trwYZpMqPWY35Xi9,Jaded,Drake,68.0,1ATL5GLyefJaxhQzSPVrLX,Scorpion,2018-06-29,Urban Contemporary,4Pbs84EQbuAblxlp6Chz0d,r&b,urban contemporary,0.766,0.271,0.0,-5.697,1.0,0.0412,0.037,0.0,0.175,0.0371,116.02,262453.0
Japan,Famous Dex,28,120,2018-04-06,312,1,japan_famous dex,5PTG6rrL6EPFD9E2QMI2pl,JAPAN,Famous Dex,75.0,5wCuMMmsjXNZ9yU91sEjf7,Dex Meets Dexter,2018-04-06,Hip pop,1Sc7bobknESH7SXQcnmoX5,r&b,hip pop,0.733,0.678,6.0,-7.771,1.0,0.438,0.121,0.0,0.344,0.841,175.985,142000.0
Jealous,Nick Jonas,7,528,2014-09-26,1149,1,jealous_nick jonas,2RqtfcLB7iOZj0zYB8Auhu,Jealous,Nick Jonas,65.0,4G4Azv5cwPBv3vCA0mD6ei,Nick Jonas X2,2015-11-20,2015 songs,6UJw1egIcZVfrBmcKs5uHH,edm,pop edm,0.7,0.701,11.0,-3.834,0.0,0.161,0.013,0.0,0.461,0.38,93.012,223107.0
Jersey,Future,87,3,2015-10-16,19,0,jersey_future,2ACys0pX0SjmpQmQWzp7wt,Jersey,Future,62.0,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,2015-09-20,◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance,0Hr2h94pKN8QAGVAgD6BsD,rap,southern hip hop,0.758,0.526,5.0,-10.81,0.0,0.255,0.509,0.000467,0.0913,0.312,146.054,188703.0
Jocelyn Flores,XXXTENTACION,19,210,2017-09-15,501,1,jocelyn flores_xxxtentacion,7m9OqQk4RVRkw9JJdeAw96,Jocelyn Flores,XXXTENTACION,86.0,5VdyJkLe3yvOs0l4xXbWp0,17,2017-08-25,Sad Trap,7kzKtw5vug3IIxKfLadi8A,rap,trap,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133.0
Judas,Lady Gaga,10,36,2011-04-29,162,1,judas_lady gaga,0QkWikH5Z3U0f79T9iuF6c,Judas,Lady Gaga,56.0,2KkMVsxymoNR7hRmBcMttd,Born This Way,2011-01-01,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,pop,post-teen pop,0.661,0.937,10.0,-3.83,0.0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249067.0
Just Can't Get Enough,The Black Eyed Peas,3,496,2011-03-04,1089,1,just cant get enough_the black eyed peas,3JA9Jsuxr4xgHXEawAdCp4,Just Can’t Get Enough,The Black Eyed Peas,70.0,3IpexNXiKbezuY526S4Jvy,The Beginning,2010-01-01,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,pop,electropop,0.659,0.628,0.0,-8.685,0.0,0.179,0.186,0.0,0.105,0.262,94.05,219427.0
Just The Way You Are,Bruno Mars,1,1176,2010-08-06,2451,1,just the way you are_bruno mars,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,80.0,1uyf3l2d4XYwiEqAb7t7fX,Doo-Wops & Hooligans,2010-10-05,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733.0
Kamikaze,Lil Mosey,97,1,2018-11-09,5,0,kamikaze_lil mosey,1iPBD72u3nAyFEeardYuBV,Kamikaze,Lil Mosey,14.0,6TNJNEulnWQNnq0o3N23Za,Northsbest,2018-10-19,Great Pops,5SO7xYih5w8X5FEpKvU7Rt,latin,latin pop,0.792,0.571,8.0,-7.539,0.0,0.094,0.301,0.0,0.1,0.556,99.999,139200.0
Keanu Reeves,Logic,38,6,2019-02-01,74,0,keanu reeves_logic,1JIgaRnqtzS7DuGM3hVZU9,Keanu Reeves,Logic,16.0,6GeHCNwwqMMUrpxuGTRYcf,Confessions of a Dangerous Mind,2019-05-10,This Is Logic,37i9dQZF1DWTIuAboZgTMf,rap,hip hop,0.712,0.891,2.0,-6.457,1.0,0.24,0.0557,0.0,0.133,0.799,170.13,225933.0
Kick The Dust Up,Luke Bryan,26,210,2015-06-05,494,1,kick the dust up_luke bryan,7wVeIwUxcUddK44joZ3bPO,Kick The Dust Up,Luke Bryan,36.0,2kUXqmlthYkv0yyW3N9cy8,Kill The Lights,2015-08-07,School Dance 2019 (Squeaky Clean),0SqaMfNsngZCpPw0UuelA7,latin,latin hip hop,0.597,0.86,1.0,-2.315,1.0,0.0461,0.196,0.0,0.0873,0.818,172.067,190600.0
Kids,OneRepublic,96,1,2016-10-28,6,0,kids_onerepublic,5mQNY6pTeSDl2doFB7uLbE,Kids,OneRepublic,63.0,30Ni9qg2MBeeZXybsMOQ7m,Oh My My,2016-12-02,A Loose Definition of Indie Poptimism,4ZO0wp9G8FA3X6oYNBzda6,pop,indie poptimism,0.596,0.732,2.0,-6.189,1.0,0.0401,0.0153,0.0,0.318,0.228,99.98,238387.0
Kill Em With Kindness,Selena Gomez,39,120,2016-06-17,301,1,kill em with kindness_selena gomez,7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,Selena Gomez,69.0,3Kbuu2tHsIbplFUkB7a5oE,Revival (Deluxe),2015-10-09,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,pop,electropop,0.757,0.884,10.0,-5.488,0.0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907.0
