Date,Rank,Title,Artist,Peak Position,Weeks on Chart
2021-07-02,10,Astronaut In The Ocean,Masked Wolf,6,19
2021-07-02,11,Rapstar,Polo G,1,11
2021-07-02,12,Forever After All,Luke Combs,2,35
2021-07-02,13,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,16
2021-07-02,14,Without You,The Kid LAROI,8,29
2021-07-02,15,Blinding Lights,The Weeknd,1,81
2021-07-02,16,Heartbreak Anniversary,Giveon,16,19
2021-07-02,17,Thot Shit,Megan Thee Stallion,16,2
2021-07-02,18,Best Friend,Saweetie Featuring Doja Cat,14,24
2021-07-02,19,Heat Waves,Glass Animals,19,23
2021-07-02,20,Wants And Needs,Drake Featuring Lil Baby,2,16
2021-07-02,21,Famous Friends,Chris Young + Kane Brown,21,13
2021-07-02,22,Yonaguni,Bad Bunny,10,3
2021-07-02,23,Drivers License,Olivia Rodrigo,1,24
2021-07-02,24,Lil Bit,Nelly & Florida Georgia Line,24,14
2021-07-02,25,Telepatia,Kali Uchis,25,18
2021-07-02,26,Gone,Dierks Bentley,26,15
2021-07-02,27,pov,Ariana Grande,27,16
2021-07-02,28,Traitor,Olivia Rodrigo,9,5
2021-07-02,29,Mood,24kGoldn Featuring iann dior,1,46
2021-07-02,30,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,8
2021-07-02,31,Calling My Phone,Lil Tjay Featuring 6LACK,3,19
2021-07-02,32,Late At Night,Roddy Ricch,20,3
2021-07-02,33,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,45
2021-07-02,34,Blame It On You,Jason Aldean,34,9
2021-07-02,35,Wockesha,Moneybagg Yo,33,9
2021-07-02,36,Todo de Ti,Rauw Alejandro,36,4
2021-07-02,37,Leave Before You Love Me,Marshmello X Jonas Brothers,37,5
2021-07-02,38,What You Know Bout Love,Pop Smoke,9,42
2021-07-02,39,Ball If I Want To,DaBaby,39,1
2021-07-02,40,Time Today,Moneybagg Yo,31,20
2021-07-02,41,Settling Down,Miranda Lambert,41,15
2021-07-02,42,Happier,Olivia Rodrigo,15,5
2021-07-02,43,Almost Maybes,Jordan Davis,43,22
2021-07-02,44,Up,Cardi B,1,20
2021-07-02,45,Straightenin,Migos,23,6
2021-07-02,46,Beat Box,SpotemGottem Featuring Pooh Shiesty Or DaBaby,12,23
2021-07-02,47,Favorite Crime,Olivia Rodrigo,16,5
2021-07-02,48,Glad You Exist,Dan + Shay,48,20
2021-07-02,49,Having Our Way,Migos Featuring Drake,15,2
2021-07-02,50,Single Saturday Night,Cole Swindell,50,8
2021-07-02,51,Fancy Like,Walker Hayes,51,1
2021-07-02,52,my.life,"J. Cole, 21 Savage & Morray",2,6
2021-07-02,53,Track Star,Mooski,31,18
2021-07-02,54,Brutal,Olivia Rodrigo,12,5
2021-07-02,55,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,3
2021-07-02,56,Ski,Young Thug & Gunna,18,10
2021-07-02,57,Build A Bitch,Bella Poarch,56,6
2021-07-02,58,Things A Man Oughta Know,Lainey Wilson,58,6
2021-07-02,59,Way Less Sad,AJR,59,9
2021-07-02,60,Breaking Up Was Easy In The 90's,Sam Hunt,32,17
2021-07-02,61,Arcade,Duncan Laurence,61,11
2021-07-02,62,Fiel,"Los Legendarios, Wisin & Jhay Cortez",62,2
2021-07-02,63,One Too Many,Keith Urban Duet With P!nk,62,28
2021-07-02,64,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,64,4
2021-07-02,65,Made For You,Jake Owen,32,18
2021-07-02,66,Need To Know,Doja Cat,38,2
2021-07-02,67,Minimum Wage,Blake Shelton,67,7
2021-07-02,68,"Jealousy, Jealousy",Olivia Rodrigo,24,5
2021-07-02,69,Nobody,Dylan Scott,50,17
2021-07-02,70,Come Through,H.E.R. Featuring Chris Brown,64,3
2021-07-02,71,You,Regard x Troye Sivan x Tate McRae,71,2
2021-07-02,72,No Return,Polo G Featuring The Kid LAROI & Lil Durk,26,2
2021-07-02,73,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,9
2021-07-02,74,No More Parties,Coi Leray Featuring Lil Durk,26,20
2021-07-02,75,Country Again,Thomas Rhett,73,8
2021-07-02,76,transparentsoul,Willow Featuring Travis Barker,76,2
2021-07-02,77,Enough For You,Olivia Rodrigo,14,5
2021-07-02,78,Chasing After You,Ryan Hurd With Maren Morris,78,8
2021-07-02,79,Quicksand,Morray,65,20
2021-07-02,80,Gang Gang,Polo G & Lil Wayne,33,5
2021-07-02,81,Follow You,Imagine Dragons,68,12
2021-07-02,82,Miss The Rage,Trippie Redd & Playboi Carti,11,7
2021-07-02,83,Tombstone,Rod Wave,11,13
2021-07-02,84,Pick Up Your Feelings,Jazmine Sullivan,75,20
2021-07-02,85,We Didn't Have Much,Justin Moore,85,1
2021-07-02,86,Avalanche,Migos,27,2
2021-07-02,87,We're Good,Dua Lipa,31,18
2021-07-02,88,pride.is.the.devil,J. Cole & Lil Baby,7,6
2021-07-02,89,4 Da Gang,42 Dugg & Roddy Ricch,67,11
2021-07-02,90,Waves,Luke Bryan,90,1
2021-07-02,91,What's Next,Drake,1,15
2021-07-02,92,Lost Cause,Billie Eilish,27,3
2021-07-02,93,Lumberjack,"Tyler, The Creator",93,1
2021-07-02,94,Working,Tate McRae X Khalid,94,1
2021-07-02,95,Tell Em,Cochise & $NOT,64,3
2021-07-02,96,Twerkulator,City Girls,51,3
2021-07-02,97,Still Runnin,"Lil Baby, Lil Durk & Meek Mill",43,3
2021-07-02,98,How It Feels,Lil Baby & Lil Durk,34,3
2021-07-02,99,My Boy,Elvie Shane,99,1
2021-07-02,100,Outside,MO3 X OG Bobby Billions,99,2
2021-07-09,1,Butter,BTS,1,6
2021-07-09,2,Good 4 U,Olivia Rodrigo,1,7
2021-07-09,3,Kiss Me More,Doja Cat Featuring SZA,3,12
2021-07-09,4,Levitating,Dua Lipa,2,39
2021-07-09,5,Bad Habits,Ed Sheeran,5,1
2021-07-09,6,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,17
2021-07-09,7,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,15
2021-07-09,8,Montero (Call Me By Your Name),Lil Nas X,1,14
2021-07-09,9,Save Your Tears,The Weeknd & Ariana Grande,1,29
2021-07-09,10,Deja Vu,Olivia Rodrigo,3,13
2021-07-09,11,You Right,Doja Cat & The Weeknd,11,1
2021-07-09,12,Astronaut In The Ocean,Masked Wolf,6,20
2021-07-09,13,Rapstar,Polo G,1,12
2021-07-09,14,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",14,1
2021-07-09,15,Without You,The Kid LAROI,8,30
2021-07-09,16,Thot Shit,Megan Thee Stallion,16,3
2021-07-09,17,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,17
2021-07-09,18,Blinding Lights,The Weeknd,1,82
2021-07-09,19,Forever After All,Luke Combs,2,36
2021-07-09,20,Heartbreak Anniversary,Giveon,16,20
2021-07-09,21,Famous Friends,Chris Young + Kane Brown,21,14
2021-07-09,22,Best Friend,Saweetie Featuring Doja Cat,14,25
2021-07-09,23,Lil Bit,Nelly & Florida Georgia Line,23,15
2021-07-09,24,Ain't Shit,Doja Cat,24,1
2021-07-09,25,Heat Waves,Glass Animals,19,24
2021-07-09,26,Wants And Needs,Drake Featuring Lil Baby,2,17
2021-07-09,27,Yonaguni,Bad Bunny,10,4
2021-07-09,28,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,9
2021-07-09,29,Drivers License,Olivia Rodrigo,1,25
2021-07-09,30,Telepatia,Kali Uchis,25,19
2021-07-09,31,Leave Before You Love Me,Marshmello X Jonas Brothers,31,6
2021-07-09,32,Todo de Ti,Rauw Alejandro,32,5
2021-07-09,33,Late At Night,Roddy Ricch,20,4
2021-07-09,34,Fancy Like,Walker Hayes,34,2
2021-07-09,35,Blame It On You,Jason Aldean,34,10
2021-07-09,36,pov,Ariana Grande,27,17
2021-07-09,37,Mood,24kGoldn Featuring iann dior,1,47
2021-07-09,38,Gone,Dierks Bentley,26,16
2021-07-09,39,Traitor,Olivia Rodrigo,9,6
2021-07-09,40,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",40,1
2021-07-09,41,AM,Nio Garcia X J Balvin X Bad Bunny,41,1
2021-07-09,42,Lemonhead,"Tyler, The Creator Featuring 42 Dugg",42,1
2021-07-09,43,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,46
2021-07-09,44,Wockesha,Moneybagg Yo,33,10
2021-07-09,45,Lumberjack,"Tyler, The Creator",45,2
2021-07-09,46,Calling My Phone,Lil Tjay Featuring 6LACK,3,20
2021-07-09,47,Almost Maybes,Jordan Davis,43,23
2021-07-09,48,Hot Wind Blows,"Tyler, The Creator Featuring Lil Wayne",48,1
2021-07-09,49,Need To Know,Doja Cat,38,3
2021-07-09,50,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,50,5
2021-07-09,51,Red Light Green Light,DaBaby,51,1
2021-07-09,52,Settling Down,Miranda Lambert,41,16
2021-07-09,53,Single Saturday Night,Cole Swindell,50,9
2021-07-09,54,Glad You Exist,Dan + Shay,48,21
2021-07-09,55,Corso,"Tyler, The Creator",55,1
2021-07-09,56,Ball If I Want To,DaBaby,39,2
2021-07-09,57,I Don't Do Drugs,Doja Cat Featuring Ariana Grande,57,1
2021-07-09,58,Happier,Olivia Rodrigo,15,6
2021-07-09,59,Sir Baudelaire,"Tyler, The Creator Featuring DJ Drama",59,1
2021-07-09,60,Sweet / I Thought You Wanted To Dance,"Tyler, The Creator Featuring Brent Faiyaz & Fana Hues",60,1
2021-07-09,61,Straightenin,Migos,23,7
2021-07-09,62,Favorite Crime,Olivia Rodrigo,16,6
2021-07-09,63,Ski,Young Thug & Gunna,18,11
2021-07-09,64,Way Less Sad,AJR,59,10
2021-07-09,65,my.life,"J. Cole, 21 Savage & Morray",2,7
2021-07-09,66,Massa,"Tyler, The Creator",66,1
2021-07-09,67,Build A Bitch,Bella Poarch,56,7
2021-07-09,68,RunItUp,"Tyler, The Creator Featuring Teezo Touchdown",68,1
2021-07-09,69,Arcade,Duncan Laurence,61,12
2021-07-09,70,Things A Man Oughta Know,Lainey Wilson,58,7
2021-07-09,71,Track Star,Mooski,31,19
2021-07-09,72,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,4
2021-07-09,73,Brutal,Olivia Rodrigo,12,6
2021-07-09,74,One Too Many,Keith Urban Duet With P!nk,62,29
2021-07-09,75,You,Regard x Troye Sivan x Tate McRae,71,3
2021-07-09,76,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73,10
2021-07-09,77,Chasing After You,Ryan Hurd With Maren Morris,77,9
2021-07-09,78,Beggin',Maneskin,78,1
2021-07-09,79,Breaking Up Was Easy In The 90's,Sam Hunt,32,18
2021-07-09,80,Minimum Wage,Blake Shelton,67,8
2021-07-09,81,Fiel,"Los Legendarios, Wisin & Jhay Cortez",62,3
2021-07-09,82,Having Our Way,Migos Featuring Drake,15,3
2021-07-09,83,Made For You,Jake Owen,32,19
2021-07-09,84,Manifesto,"Tyler, The Creator Featuring Domo Genesis",84,1
2021-07-09,85,transparentsoul,Willow Featuring Travis Barker,76,3
2021-07-09,86,Country Again,Thomas Rhett,73,9
2021-07-09,87,We Didn't Have Much,Justin Moore,85,2
2021-07-09,88,Woman,Doja Cat,88,1
2021-07-09,89,"Jealousy, Jealousy",Olivia Rodrigo,24,6
2021-07-09,90,Follow You,Imagine Dragons,68,13
2021-07-09,91,Come Through,H.E.R. Featuring Chris Brown,64,4
2021-07-09,92,4 Da Gang,42 Dugg & Roddy Ricch,67,12
2021-07-09,93,Get Into It (Yuh),Doja Cat,93,1
2021-07-09,94,Waves,Luke Bryan,90,2
2021-07-09,95,Wilshire,"Tyler, The Creator",95,1
2021-07-09,96,Twerkulator,City Girls,51,4
2021-07-09,97,Tombstone,Rod Wave,11,14
2021-07-09,98,Miss The Rage,Trippie Redd & Playboi Carti,11,8
2021-07-09,99,Rise!,"Tyler, The Creator Featuring Daisy World",99,1
2021-07-09,100,Working,Tate McRae X Khalid,94,2
2021-07-16,1,Butter,BTS,1,7
2021-07-16,2,Good 4 U,Olivia Rodrigo,1,8
2021-07-16,3,Levitating,Dua Lipa,2,40
2021-07-16,4,Kiss Me More,Doja Cat Featuring SZA,3,13
2021-07-16,5,Montero (Call Me By Your Name),Lil Nas X,1,15
2021-07-16,6,Bad Habits,Ed Sheeran,5,2
2021-07-16,7,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,18
2021-07-16,8,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,16
2021-07-16,9,Save Your Tears,The Weeknd & Ariana Grande,1,30
2021-07-16,10,Deja Vu,Olivia Rodrigo,3,14
2021-07-16,11,Astronaut In The Ocean,Masked Wolf,6,21
2021-07-16,12,Rapstar,Polo G,1,13
2021-07-16,13,You Right,Doja Cat & The Weeknd,11,2
2021-07-16,14,Am I The Only One,Aaron Lewis,14,1
2021-07-16,15,Blinding Lights,The Weeknd,1,83
2021-07-16,16,Without You,The Kid LAROI,8,31
2021-07-16,17,Thot Shit,Megan Thee Stallion,16,4
2021-07-16,18,Forever After All,Luke Combs,2,37
2021-07-16,19,Heartbreak Anniversary,Giveon,16,21
2021-07-16,20,Fancy Like,Walker Hayes,20,3
2021-07-16,21,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,10
2021-07-16,22,Famous Friends,Chris Young + Kane Brown,21,15
2021-07-16,23,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,18
2021-07-16,24,Best Friend,Saweetie Featuring Doja Cat,14,26
2021-07-16,25,Lil Bit,Nelly & Florida Georgia Line,23,16
2021-07-16,26,Single Saturday Night,Cole Swindell,26,10
2021-07-16,27,Heat Waves,Glass Animals,19,25
2021-07-16,28,Leave Before You Love Me,Marshmello X Jonas Brothers,28,7
2021-07-16,29,Wants And Needs,Drake Featuring Lil Baby,2,18
2021-07-16,30,Yonaguni,Bad Bunny,10,5
2021-07-16,31,Blame It On You,Jason Aldean,31,11
2021-07-16,32,Late At Night,Roddy Ricch,20,5
2021-07-16,33,Drivers License,Olivia Rodrigo,1,26
2021-07-16,34,Telepatia,Kali Uchis,25,20
2021-07-16,35,Glad You Exist,Dan + Shay,35,22
2021-07-16,36,Mood,24kGoldn Featuring iann dior,1,48
2021-07-16,37,Wockesha,Moneybagg Yo,33,11
2021-07-16,38,Traitor,Olivia Rodrigo,9,7
2021-07-16,39,Todo de Ti,Rauw Alejandro,32,6
2021-07-16,40,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,40,6
2021-07-16,41,Ain't Shit,Doja Cat,24,2
2021-07-16,42,pov,Ariana Grande,27,18
2021-07-16,43,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,47
2021-07-16,44,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",14,2
2021-07-16,45,Calling My Phone,Lil Tjay Featuring 6LACK,3,21
2021-07-16,46,Beggin',Maneskin,46,2
2021-07-16,47,Ball If I Want To,DaBaby,39,3
2021-07-16,48,Gone,Dierks Bentley,26,17
2021-07-16,49,Wasting Time,Brent Faiyaz Featuring Drake,49,1
2021-07-16,50,Red Light Green Light,DaBaby,50,2
2021-07-16,51,Things A Man Oughta Know,Lainey Wilson,51,8
2021-07-16,52,Favorite Crime,Olivia Rodrigo,16,7
2021-07-16,53,Settling Down,Miranda Lambert,41,17
2021-07-16,54,Way Less Sad,AJR,54,11
2021-07-16,55,Straightenin,Migos,23,8
2021-07-16,56,Ski,Young Thug & Gunna,18,12
2021-07-16,57,AM,Nio Garcia X J Balvin X Bad Bunny,41,2
2021-07-16,58,Arcade,Duncan Laurence,58,13
2021-07-16,59,Happier,Olivia Rodrigo,15,7
2021-07-16,60,You,Regard x Troye Sivan x Tate McRae,60,4
2021-07-16,61,my.life,"J. Cole, 21 Savage & Morray",2,8
2021-07-16,62,Chasing After You,Ryan Hurd With Maren Morris,62,10
2021-07-16,63,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,63,11
2021-07-16,64,Need To Know,Doja Cat,38,4
2021-07-16,65,Track Star,Mooski,31,20
2021-07-16,66,One Too Many,Keith Urban Duet With P!nk,62,30
2021-07-16,67,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,5
2021-07-16,68,Brutal,Olivia Rodrigo,12,7
2021-07-16,69,Build A Bitch,Bella Poarch,56,8
2021-07-16,70,Breaking Up Was Easy In The 90's,Sam Hunt,32,19
2021-07-16,71,Country Again,Thomas Rhett,71,10
2021-07-16,72,Fiel,"Los Legendarios, Wisin & Jhay Cortez",62,4
2021-07-16,73,Renegade,Big Red Machine Featuring Taylor Swift,73,1
2021-07-16,74,Waves,Luke Bryan,74,3
2021-07-16,75,We Didn't Have Much,Justin Moore,75,3
2021-07-16,76,Minimum Wage,Blake Shelton,67,9
2021-07-16,77,Follow You,Imagine Dragons,68,14
2021-07-16,78,"Jealousy, Jealousy",Olivia Rodrigo,24,7
2021-07-16,79,Come Through,H.E.R. Featuring Chris Brown,64,5
2021-07-16,80,Twerkulator,City Girls,51,5
2021-07-16,81,Cry No More,G Herbo Featuring Polo G & Lil Tjay,81,1
2021-07-16,82,Essence,Wizkid Featuring Justin Bieber & Tems,82,1
2021-07-16,83,A-O-K,Tai Verdes,83,1
2021-07-16,84,4 Da Gang,42 Dugg & Roddy Ricch,67,13
2021-07-16,85,Tombstone,Rod Wave,11,15
2021-07-16,86,Made For You,Jake Owen,32,20
2021-07-16,87,Having Our Way,Migos Featuring Drake,15,4
2021-07-16,88,My Boy,Elvie Shane,88,2
2021-07-16,89,transparentsoul,Willow Featuring Travis Barker,76,4
2021-07-16,90,You Should Probably Leave,Chris Stapleton,90,1
2021-07-16,91,I Was On A Boat That Day,Old Dominion,91,1
2021-07-16,92,Outside,MO3 X OG Bobby Billions,92,3
2021-07-16,93,Working,Tate McRae X Khalid,93,3
2021-07-16,94,Miss The Rage,Trippie Redd & Playboi Carti,11,9
2021-07-16,95,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,1
2021-07-16,96,All I Know So Far,P!nk,74,4
2021-07-16,97,What's Next,Drake,1,16
2021-07-16,98,Enough For You,Olivia Rodrigo,14,6
2021-07-16,99,Juggernaut,"Tyler, The Creator Featuring Lil Uzi Vert & Pharrell Williams",40,2
2021-07-16,100,Tell Em,Cochise & $NOT,64,4
2021-07-23,1,Permission To Dance,BTS,1,1
2021-07-23,2,Good 4 U,Olivia Rodrigo,1,9
2021-07-23,3,Stay,The Kid LAROI & Justin Bieber,3,1
2021-07-23,4,Levitating,Dua Lipa,2,41
2021-07-23,5,Kiss Me More,Doja Cat Featuring SZA,3,14
2021-07-23,6,Bad Habits,Ed Sheeran,5,3
2021-07-23,7,Butter,BTS,1,8
2021-07-23,8,Montero (Call Me By Your Name),Lil Nas X,1,16
2021-07-23,9,Save Your Tears,The Weeknd & Ariana Grande,1,31
2021-07-23,10,Deja Vu,Olivia Rodrigo,3,15
2021-07-23,11,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,17
2021-07-23,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,19
2021-07-23,13,Motley Crew,Post Malone,13,1
2021-07-23,14,Rapstar,Polo G,1,14
2021-07-23,15,Astronaut In The Ocean,Masked Wolf,6,22
2021-07-23,16,Whole Lotta Money,BIA Featuring Nicki Minaj,16,1
2021-07-23,17,Blinding Lights,The Weeknd,1,84
2021-07-23,18,Heartbreak Anniversary,Giveon,16,22
2021-07-23,19,You Right,Doja Cat & The Weeknd,11,3
2021-07-23,20,Without You,The Kid LAROI,8,32
2021-07-23,21,Fancy Like,Walker Hayes,20,4
2021-07-23,22,Forever After All,Luke Combs,2,38
2021-07-23,23,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,11
2021-07-23,24,Famous Friends,Chris Young + Kane Brown,21,16
2021-07-23,25,Thot Shit,Megan Thee Stallion,16,5
2021-07-23,26,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,19
2021-07-23,27,Single Saturday Night,Cole Swindell,26,11
2021-07-23,28,Leave Before You Love Me,Marshmello X Jonas Brothers,28,8
2021-07-23,29,Lil Bit,Nelly & Florida Georgia Line,23,17
2021-07-23,30,Blame It On You,Jason Aldean,30,12
2021-07-23,31,Glad You Exist,Dan + Shay,31,23
2021-07-23,32,Best Friend,Saweetie Featuring Doja Cat,14,27
2021-07-23,33,Late At Night,Roddy Ricch,20,6
2021-07-23,34,Ain't Shit,Doja Cat,24,3
2021-07-23,35,Heat Waves,Glass Animals,19,26
2021-07-23,36,Telepatia,Kali Uchis,25,21
2021-07-23,37,Wants And Needs,Drake Featuring Lil Baby,2,19
2021-07-23,38,Yonaguni,Bad Bunny,10,6
2021-07-23,39,NDA,Billie Eilish,39,1
2021-07-23,40,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,40,7
2021-07-23,41,Beggin',Maneskin,41,3
2021-07-23,42,Drivers License,Olivia Rodrigo,1,27
2021-07-23,43,Mood,24kGoldn Featuring iann dior,1,49
2021-07-23,44,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,48
2021-07-23,45,Traitor,Olivia Rodrigo,9,8
2021-07-23,46,Wockesha,Moneybagg Yo,33,12
2021-07-23,47,Todo de Ti,Rauw Alejandro,32,7
2021-07-23,48,pov,Ariana Grande,27,19
2021-07-23,49,Calling My Phone,Lil Tjay Featuring 6LACK,3,22
2021-07-23,50,Memory,Kane Brown X blackbear,50,1
2021-07-23,51,Ball If I Want To,DaBaby,39,4
2021-07-23,52,One Too Many,Keith Urban Duet With P!nk,52,31
2021-07-23,53,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,53,12
2021-07-23,54,Settling Down,Miranda Lambert,41,18
2021-07-23,55,Gone,Dierks Bentley,26,18
2021-07-23,56,Chasing After You,Ryan Hurd With Maren Morris,56,11
2021-07-23,57,Favorite Crime,Olivia Rodrigo,16,8
2021-07-23,58,Arcade,Duncan Laurence,58,14
2021-07-23,59,Things A Man Oughta Know,Lainey Wilson,51,9
2021-07-23,60,Way Less Sad,AJR,54,12
2021-07-23,61,You,Regard x Troye Sivan x Tate McRae,60,5
2021-07-23,62,Straightenin,Migos,23,9
2021-07-23,63,Need To Know,Doja Cat,38,5
2021-07-23,64,Ski,Young Thug & Gunna,18,13
2021-07-23,65,my.life,"J. Cole, 21 Savage & Morray",2,9
2021-07-23,66,AM,Nio Garcia X J Balvin X Bad Bunny,41,3
2021-07-23,67,Red Light Green Light,DaBaby,50,3
2021-07-23,68,Happier,Olivia Rodrigo,15,8
2021-07-23,69,WUSYANAME,"Tyler, The Creator Featuring YoungBoy Never Broke Again & Ty Dolla $ign",14,3
2021-07-23,70,We Didn't Have Much,Justin Moore,70,4
2021-07-23,71,Country Again,Thomas Rhett,71,11
2021-07-23,72,Essence,Wizkid Featuring Justin Bieber & Tems,72,2
2021-07-23,73,Waves,Luke Bryan,73,4
2021-07-23,74,Breaking Up Was Easy In The 90's,Sam Hunt,32,20
2021-07-23,75,Hats Off,"Lil Baby, Lil Durk & Travis Scott",16,6
2021-07-23,76,Brutal,Olivia Rodrigo,12,8
2021-07-23,77,Fiel,"Los Legendarios, Wisin & Jhay Cortez",62,5
2021-07-23,78,The Jackie,Bas With J. Cole & Lil TJay,78,1
2021-07-23,79,Come Through,H.E.R. Featuring Chris Brown,64,6
2021-07-23,80,Twerkulator,City Girls,51,6
2021-07-23,81,Tombstone,Rod Wave,11,16
2021-07-23,82,Minimum Wage,Blake Shelton,67,10
2021-07-23,83,A-O-K,Tai Verdes,83,2
2021-07-23,84,Build A Bitch,Bella Poarch,56,9
2021-07-23,85,I Was On A Boat That Day,Old Dominion,85,2
2021-07-23,86,Follow You,Imagine Dragons,68,15
2021-07-23,87,"Jealousy, Jealousy",Olivia Rodrigo,24,8
2021-07-23,88,Working,Tate McRae X Khalid,88,4
2021-07-23,89,Volando,"Mora, Bad Bunny & Sech",89,1
2021-07-23,90,My Boy,Elvie Shane,88,3
2021-07-23,91,You Should Probably Leave,Chris Stapleton,90,2
2021-07-23,92,4 Da Gang,42 Dugg & Roddy Ricch,67,14
2021-07-23,93,transparentsoul,Willow Featuring Travis Barker,76,5
2021-07-23,94,De Museo,Bad Bunny,94,1
2021-07-23,95,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,95,2
2021-07-23,96,Wasting Time,Brent Faiyaz Featuring Drake,49,2
2021-07-23,97,All I Know So Far,P!nk,74,5
2021-07-23,98,Outside,MO3 X OG Bobby Billions,92,4
2021-07-23,99,Miss The Rage,Trippie Redd & Playboi Carti,11,10
2021-07-23,100,Next Girl,Carly Pearce,100,1
2021-07-30,1,Butter,BTS,1,9
2021-07-30,2,Good 4 U,Olivia Rodrigo,1,10
2021-07-30,3,Levitating,Dua Lipa,2,42
2021-07-30,4,Stay,The Kid LAROI & Justin Bieber,3,2
2021-07-30,5,Kiss Me More,Doja Cat Featuring SZA,3,15
2021-07-30,6,Bad Habits,Ed Sheeran,5,4
2021-07-30,7,Permission To Dance,BTS,1,2
2021-07-30,8,Montero (Call Me By Your Name),Lil Nas X,1,17
2021-07-30,9,Deja Vu,Olivia Rodrigo,3,16
2021-07-30,10,Save Your Tears,The Weeknd & Ariana Grande,1,32
2021-07-30,11,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,1,18
2021-07-30,12,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),1,20
2021-07-30,13,Rapstar,Polo G,1,15
2021-07-30,14,Wild Side,Normani Featuring Cardi B,14,1
2021-07-30,15,Fancy Like,Walker Hayes,15,5
2021-07-30,16,Heartbreak Anniversary,Giveon,16,23
2021-07-30,17,Blinding Lights,The Weeknd,1,85
2021-07-30,18,Astronaut In The Ocean,Masked Wolf,6,23
2021-07-30,19,You Right,Doja Cat & The Weeknd,11,4
2021-07-30,20,Without You,The Kid LAROI,8,33
2021-07-30,21,Forever After All,Luke Combs,2,39
2021-07-30,22,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,20,12
2021-07-30,23,Motley Crew,Post Malone,13,2
2021-07-30,24,Leave Before You Love Me,Marshmello X Jonas Brothers,24,9
2021-07-30,25,Thot Shit,Megan Thee Stallion,16,6
2021-07-30,26,Lil Bit,Nelly & Florida Georgia Line,23,18
2021-07-30,27,Single Saturday Night,Cole Swindell,26,12
2021-07-30,28,Famous Friends,Chris Young + Kane Brown,21,17
2021-07-30,29,Beautiful Mistakes,Maroon 5 Featuring Megan Thee Stallion,13,20
2021-07-30,30,Whole Lotta Money,BIA Featuring Nicki Minaj,16,2
2021-07-30,31,Ain't Shit,Doja Cat,24,4
2021-07-30,32,Heat Waves,Glass Animals,19,27
2021-07-30,33,Late At Night,Roddy Ricch,20,7
2021-07-30,34,Glad You Exist,Dan + Shay,31,24
2021-07-30,35,Beggin',Maneskin,35,4
2021-07-30,36,Blame It On You,Jason Aldean,30,13
2021-07-30,37,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,37,8
2021-07-30,38,Telepatia,Kali Uchis,25,22
2021-07-30,39,Traitor,Olivia Rodrigo,9,9
2021-07-30,40,Best Friend,Saweetie Featuring Doja Cat,14,28
